name,Creature Level,Source,Perception,Senses,Rarity,Alignment,Size,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,Trait 7,Language 1,Language 2,Language 3,Language 4,Language 5,Language 6,Language 7,Language 8,Language 9,Language 10,Language 11,Language 12,Language 13,Language 14,Language 15,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Acrobatics,Arcana,Athletics,Crafting,Deception,Diplomacy,Intimidation,Medicine,Nature,Occultism,Performance,Religion,Society,Stealth,Survival,Thievery,HP,AC,Fort,Ref,Will,Immunities,Resistances,Weaknesses,Speed,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Attack 7,Spells 1,Spells 2,Spells 3,Reaction 1,Reaction 2,Reaction 3
CASSISIAN (ARCHIVE ANGEL),1,Bestiary,6,Darkvision,Common,Neutral Good,Tiny,Angel,Celestial,,,,,,Celestial,Common,Draconic,Infernal,,,,,,,,,,,,-1,1,2,-1,1,1,6,,,,,6,,,,,,6,,6,,,20,18,7,6,4,,"cold 3, fire 3",evil 3,fly 40 feet,"Melee headbutt +6 (agile, finesse, good, magical), Damage 1d-1 bludgeoning plus 1d4 good",,,,,,,"Divine Innate Spells DC 16; 4th read omens; 1st detect alignment (at will, evil only), heal; Cantrips (1st) know direction, light",,,,,
CHIOMA,6,Age of Ashes - 02 - Cult of Cinders,14,Darkvision,Common,Neutral Good,Small,Angel,Celestial,,,,,,Celestial,Draconic,Infernal; tongues,,,,,,,,,,,,,1,4,2,3,4,5,12,,,,,15,,,,,17,14,,,,,100,24,10,14,16,,sonic 5,evil 5,"30 feet, fly 40 feet","Melee fist +14 (agile, finesse, good, magical), Damage 3d6+1 bludgeoning plus 1d6 good","Ranged piercing hymn +17 (good, magical, range 90 feet, sonic), Damage 4d6 sonic damage plus 1d6 good and deafening aria",,,,,,"Divine Innate Spells DC 23, attack +13; 3rd heal, remove curse, remove disease, remove fear (at will), sound burst; 2nd invisibility (at will, self only), sound burst (at will); 1st counter performance (at will; Core Rulebook 386); Cantrips (3rd) ghost sound, inspire competence (Core Rulebook 386), inspire courage (Core Rulebook 386); Constant (5th) tongues",,,,,
CHORAL (CHOIR ANGEL),6,Bestiary,14,Darkvision,Common,Neutral Good,Small,Angel,Celestial,,,,,,Celestial,Draconic,Infernal; tongues,,,,,,,,,,,,,1,4,2,3,4,5,12,,,,,15,,,,,17,14,,,,,100,24,10,14,16,,sonic 5,evil 5,"30 feet, fly 40 feet","Melee fist +14 (agile, finesse, good, magical), Damage 3d6+1 bludgeoning plus 1d6 good","Ranged piercing hymn +17 (good, magical, range 90 feet, sonic), Damage 4d6 sonic damage plus 1d6 good and deafening aria",,,,,,"Divine Innate Spells DC 23, attack +13; 3rd heal, remove curse, remove disease, remove fear (at will), sound burst; 2nd invisibility (at will, self only), sound burst (at will); 1st counter performance (at will; Core Rulebook 386); Cantrips (3rd) ghost sound, inspire competence (Core Rulebook 386), inspire courage (Core Rulebook 386); Constant (5th) tongues",,,,,
BALISSE (CONFESSOR ANGEL),8,Bestiary,18,Darkvision,Common,Neutral Good,Medium,Angel,Celestial,,,,,,Celestial,Draconic,Infernal; tongues,,,,,,,,,,,,,5,2,4,1,6,5,14,,,,,17,,,,,,18,,,,,145,26,16,12,18,,fire 15,evil 10,"30 feet, fly 40 feet","Melee flaming scimitar +20 (fire, forceful, good, magical, sweep), Damage 2d6+8 slashing plus 1d6 fire and 1d6 good",,,,,,,"Divine Innate Spells DC 26; 4th divine wrath, heal, paralyze, remove curse, remove disease; 3rd remove fear (at will) 2nd invisibility (at will, self only) 1st detect alignment (at will, evil only)",,,,,
MOVANIC DEVA (GUARDIAN ANGEL),10,Bestiary 2,22,Darkvision,Common,Neutral Good,Medium,Angel,Celestial,,,,,,Celestial,Draconic,Infernal; tongues,,,,,,,,,,,,,6,4,4,4,5,5,,,20,,,22,22,,22,,,19,,17,17,,195,30,21,17,19,negative,,evil 10,"30 feet, fly 40 feet","Melee flaming bastard sword +23 (good, magical, two-hand d12), Damage 2d8+9 slashing plus 1d6 fire and 1d6 good",,,,,,,"Divine Innate Spells DC 29; 5th divine wrath, remove curse, remove disease, remove fear; 4th create food, heal (c3973); 2nd invisibility (at will, self only); 1st detect alignment (at will, evil only); Constant (5th) tongues",,,,,
MONADIC DEVA (SOUL ANGEL),12,Bestiary 2,25,Darkvision,Common,Neutral Good,Medium,Angel,Celestial,,,,,,Celestial,Draconic,Infernal; tongues,,,,,,,,,,,,,7,4,5,4,4,5,,25,,,,24,22,,,20,,25,,,22,,245,33,24,21,20,death effects,,evil 10,"30 feet, fly 60 feet","Melee holy mace +28 (good, magical, shove), Damage 2d6+15 bludgeoning plus 1d6 force and 1d6 good plus solid blow",,,,,,,"Divine Innate Spells DC 31; 6th divine wrath, heal, paralyze, remove curse, remove disease; 5th creation, remove fear; 4th charm; 2nd invisibility (at will, self only); 1st detect alignment (at will, evil only); Constant (5th) tongues",,,,,
ASTRAL DEVA (EMISSARY ANGEL),14,Bestiary,26,Darkvision,Common,Neutral Good,Medium,Angel,Celestial,,,,,,Celestial,Draconic,Infernal; tongues,,,,,,,,,,,,,8,4,5,4,4,6,24,,,,,26,28,,,,,24,,,,,285,36,27,26,22,,,evil 15,"40 feet, fly 75 feet","Melee holy warhammer +30 (good, magical, shove), Damage 2d8+22 bludgeoning plus 1d6 good",,,,,,,"Divine Innate Spells DC 36, attack +28; 7th blade barrier, divine decree, divine wrath, heal, remove curse, remove disease, remove fear; 4th discern lies (at will); 2nd invisibility (at will, self only); 1st detect alignment (at will, evil only); Cantrips (7th) light; Constant (5th) tongues",,,,,
PLANETAR (JUSTICE ANGEL),16,Bestiary 2,28,"Darkvision, true seeing",Uncommon,Neutral Good,Large,Angel,Celestial,,,,,,Celestial,Draconic,Infernal; tongues,,,,,,,,,,,,,8,3,6,5,6,6,,,32,,,,32,,,,,32,,,,,300,39,28,25,28,,,evil 15,"25 feet, fly 60 feet","Melee holy greatsword +32 (good, magical, versatile P), Damage 3d12+16 slashing plus 1d6 good",,,,,,,"Divine Innate Spells DC 37, attack +29; 8th dispel magic, divine wrath, earthquake, heal, power word stun, sunburst; 7th charm, plane shift, power word blind, remove fear (at will); 6th blade barrier, dispel magic (at will); 5th breath of life, death ward, freedom of movement, restoration (c3973); 2nd invisibility (at will, self only), remove paralysis; Constant (5th) detect alignment (evil only), tongues, true seeing",,,,,
SOLAR (ARCHANGEL),23,Bestiary 2,40,"Darkvision, true seeing",Rare,Neutral Good,Large,Angel,Celestial,,,,,,Celestial,Draconic,Infernal; tongues,,,,,,,,,,,,,10,6,8,5,9,10,,38,43,,,43,,,,,,43,,36,46,,500,49,40,34,37,,,evil 25,"35 feet, fly 100 feet","Melee holy greatsword +44 (good, magical, versatile P), Damage 4d12+22 slashing plus 2d6 good","Ranged holy longbow +40 (deadly d10, good, magical, propulsive, range increment 100 feet, volley 30 feet), Damage 4d8+17 piercing plus 2d6 good and arrow of mortality",,,,,,"Divine Innate Spells DC 46, spell attack +38; 10th charm, power word stun, remove curse, remove disease, revival; 9th dispel magic (at will), heal, overwhelming presence, power word blind, power word kill, sunburst; 7th plane shift, remove fear (at will); 6th restoration (at will); 5th breath of life, death ward; 4th dimensional anchor (at will); 2nd invisibility (at will, self only); Constant (10th) detect alignment (evil only), tongues, true seeing",,,,,
ANIMATE DREAM,8,Bestiary 2,14,,Uncommon,Neutral Evil,Medium,Dream,Incorporeal,,,,,,telepathy 100 feet,,,,,,,,,,,,,,,-5,4,3,0,2,6,14,,,,18,,18,,,12,,,,18,,,110,24,15,18,14,"disease, paralyzed, poison, precision, sleep","all 5 (except force, ghost touch, or negative; double resistance vs. non-magical)",,fly 40 feet,"Melee nightmare tendril +20 (agile, finesse), Damage 4d8 negative plus endless nightmare",,,,,,,"Occult Innate Spells DC 26; 4th confusion, dimension door (at will), nightmare, phantasmal killer, sleep; 3rd fear",,,,,
ANIMATED BROOM,-1,Bestiary,3,Darkvision,Common,Neutral,Small,Construct,Mindless,,,,,,,,,,,,,,,,,,,,,0,1,0,-5,0,-5,,,5,,,,,,,,,,,,,,6,16,3,6,3,"bleed, death effects, disease, doomed, drained, fatigued, healing, mental, necromancy, nonlethal attacks, paralyzed, poison, sickened, unconscious",,,15 feet,"Melee bristles +6 (agile, magical, finesse), Damage 1d4 bludgeoning plus dust",,,,,,,,,,,,
LESSER GUARDIAN STATUE,-1,#1-06: Lost on the Spirit Road,3,Darkvision,Common,Neutral,Small,Construct,Mindless,,,,,,,,,,,,,,,,,,,,,1,1,0,-5,0,-5,,,5,,,,,,,,,,,,,,6,16,3,6,3,"bleed, death effects, disease, doomed, drained, fatigued, healing, mental, necromancy, nonlethal attacks, paralyzed, poison, sickened, unconscious",,,15 feet,"Melee slam +6 (magical), Damage 1d4+1 bludgeoning",,,,,,,,,,Follow Trespasser (move) Trigger A creature moves through the lesser guardian statuees reach. Effect The statue moves up to 15 feet in pursuit of the creature.,,
ANIMATED SILVERWARE,1,Bestiary 3,5,Darkvision,Common,Neutral,Large,Construct,Mindless,Swarm,,,,,,,,,,,,,,,,,,,,1,3,4,-5,0,-5,8,,,,,,,,,,,,,,,,14,16,9,8,3,"death effects, disease, doomed, drained, fatigued, healing, mental, necromancy, nonlethal attacks, paralyzed, precision, poison, sickened, unconscious",,"area damage 3, splash damage 3",20 feet,,,,,,,,,,,,,
ANIMATED ARMOR,2,Bestiary,6,Darkvision,Common,Neutral,Medium,Construct,Mindless,,,,,,,,,,,,,,,,,,,,,3,-3,4,-5,0,-5,,,9,,,,,,,,,,,,,,20,17,10,3,4,"bleed, death effects, disease, doomed, drained, fatigued, healing, mental, necromancy, nonlethal attacks, paralyzed, poison, sickened, unconscious",,,20 feet,"Melee glaive +11 (deadly 1d8, forceful, magical, reach 10 feet), Damage 1d8+4 slashing","Melee gauntlet +9 (agile, free-hand, magical), Damage 1d6+4 bludgeoning",,,,,,,,,,,
ANIMATED STATUE,3,Bestiary,9,Darkvision,Common,Neutral,Medium,Construct,Earth,Mindless,,,,,,,,,,,,,,,,,,,,4,-2,5,-5,0,-5,,,11,,,,,,,,,,,,,,35,19,12,5,5,"bleed, death effects, disease, doomed, drained, fatigued, healing, mental, necromancy, nonlethal attacks, paralyzed, poison, sickened, unconscious",,,20 feet,"Melee fist +11 (magical), Damage 1d8+6 bludgeoning plus Grab",,,,,,,,,,,,
SPIRIT GUARDIAN STATUE,3,#1-06: Lost on the Spirit Road,9,Darkvision,Common,Neutral,Medium,Construct,Mindless,,,,,,,,,,,,,,,,,,,,,4,-2,5,-5,0,-5,,,11,,,,,,,,,,,,,,35,19,12,5,5,"bleed, death effects, disease, doomed, drained, fatigued, healing, mental, necromancy, nonlethal attacks, paralyzed, poison, sickened, unconscious",,,20 feet,"Melee slam +11 (magical), Damage 1d8+6 bludgeoning plus Grab",,,,,,,,,,Follow Trespasser (move) Trigger A creature moves through the animated guardian statuees reach. Effect The statue moves up to 20 feet in pursuit of the creature.,,
GIANT ANIMATED STATUE,7,Bestiary,13,Darkvision,Common,Neutral,Huge,Construct,Earth,Mindless,,,,,,,,,,,,,,,,,,,,6,-1,6,-5,0,-5,,,17,,,,,,,,,,,,,,100,26,17,10,9,"bleed, death effects, disease, doomed, drained, fatigued, healing, mental, necromancy, nonlethal attacks, paralyzed, poison, sickened, unconscious",,,30 feet,"Melee stone fist +19 (magical), Damage 2d12+6 bludgeoning plus Grab","Ranged flaming coal +12 (fire, magical, range increment 80 feet), Damage 2d6+6 bludgeoning and 2d8 fire",,,,,,,,,,,
ANIMATED FURNACE,9,Bestiary 3,15,Darkvision,Common,Neutral,Huge,Construct,Mindless,,,,,,,,,,,,,,,,,,,,,7,-2,6,-5,0,-5,,,22,,,,,,,,,,,,,,135,30,21,11,13,"death effects, disease, doomed, drained, fatigued, healing, mental, necromancy, nonlethal attacks, paralyzed, poison, sickened, unconscious",,,15 feet,"Melee door +21 (magical), Damage 2d12+9 bludgeoning plus 1d8 fire and Improved",,,,,,,,,,,,
ANIMATED TREBUCHET,13,Bestiary 3,21,Darkvision,Common,Neutral,Gargantuan,Construct,Mindless,,,,,,,,,,,,,,,,,,,,,9,2,8,-5,0,-5,,,30,,,,,,,,,,,,,,200,36,29,19,17,"death effects, disease, doomed, drained, fatigued, healing, mental, necromancy, nonlethal attacks, paralyzed, poison, sickened, unconscious",,,20 feet,"Melee arm +28 (magical, reach 15 feet), Damage 3d12+11 bludgeoning plus Grab (page 305)","Ranged rock +28 (brutal, magical, range increment 120 feet), Damage 3d10+11 bludgeoning",,,,,,,,,,,
ANIMATED COLOSSUS,15,Bestiary 3,23,Darkvision,Common,Neutral,Gargantuan,Construct,Mindless,,,,,,,,,,,,,,,,,,,,,9,2,8,-5,0,-5,,,33,,,,,,,,,,,,,,245,39,31,21,19,"death effects, disease, doomed, drained, fatigued, healing, mental, necromancy, nonlethal attacks, paralyzed, poison, sickened, unconscious",,,50 feet,"Melee fist +32 (magical, reach 30 feet), Damage 3d12+17 bludgeoning plus Improved Grab (page 305)","Melee foot +32 (agile, magical, reach 20 feet), Damage 3d8+17 bludgeoning",,,,,,,,,,,
THAT BASTARD,3,Agents of Edgewatch - 01 - Devil at the Dreaming Palace,7,"Darkvision, Tremorsense (imprecise) 60 feet",Common,Neutral,Large,Animal,,,,,,,,,,,,,,,,,,,,,,4,1,3,-4,0,-2,6,,11,,,,,,,,,,,8,,,40,20,12,8,7,,,,"25 feet, burrow 20 feet","Melee mandibles +13 (acid), Damage 1d8+4 piercing plus 1d6 acid","Ranged acid spit +10 (acid, range 30 feet), Damage 3d6 acid",,,,,,,,,,,
ANKHRAV,3,Bestiary,7,"Darkvision, Tremorsense (imprecise) 60 feet",Common,Neutral,Large,Animal,,,,,,,,,,,,,,,,,,,,,,4,1,3,-4,0,-2,6,,11,,,,,,,,,,,8,,,40,20,12,8,7,,,,"25 feet, burrow 20 feet","Melee mandibles +13 (acid), Damage 1d8+4 piercing plus 1d6 acid","Ranged acid spit +10 (acid, range 30 feet), Damage 3d6 acid",,,,,,,,,,,
HIVE MOTHER,8,Bestiary,16,"Darkvision, Tremorsense (imprecise) 90 feet",Uncommon,Neutral,Huge,Animal,,,,,,,,,,,,,,,,,,,,,,6,1,4,-4,2,-2,13,,20,,,,,,,,,,,11,16,,120,29,18,15,14,,,,"25 feet, burrow 20 feet","Melee mandibles +20 (acid), Damage 2d8+6 piercing plus 2d6 acid","Ranged acid spit +17 (acid, range 30 feet), Damage 5d6 acid",,,,,,,,,"Attack of OpportunityTrigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,
ANKOU,14,Bestiary 2,25,"Lifesense 120 feet, Low-Light Vision",Common,Lawful Evil,Large,Fey,,,,,,,Aklo,Common,Sylvan (canet speak any language); telepathy 100 feet,,,,,,,,,,,,,7,8,4,2,2,5,28,,,,25,,27,,22,,,,,28,,,280,36,23,28,24,,,cold iron 10,fly 75 feet,"Melee claw +29 (agile, cold iron), Damage 3d6+15 slashing","Melee wing +29 (cold iron, reach 10 feet), Damage 2d6+15 piercing plus 2d6 persistent bleed","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,"Primal Innate Spells DC 34, attack +26; 8th discern location; 7th prismatic spray, teleport; 6th true seeing; 4th darkness (at will), dimensional anchor; 2nd silence; 1st ray of enfeeblement",,,,,
GIANT WORKER ANT,1,#2-12: Snakes in the Grass,7,"Darkvision, Scent (imprecise) 30 feet",Uncommon,Neutral,Medium,Animal,,,,,,,,,,,,,,,,,,,,,,4,1,1,-5,1,-4,,,7,,,,,,,,,,,,6,,25,16,9,7,4,,,,"40 feet, climb 20 feet, burrow 10 feet","Melee mandibles +9, Damage 1d6+3 slashing plus grab",,,,,,,,,,,,
GIANT ANT,2,Bestiary 2,7,"Darkvision, Scent (imprecise) 30 feet",Common,Neutral,Medium,Animal,,,,,,,,,,,,,,,,,,,,,,4,1,4,-5,1,-4,,,8,,,,,,,,,,,,7,,30,18,10,7,5,,,,"40 feet, climb 20 feet","Melee mandibles +11, Damage 1d8+4 slashing plus Grab","Melee stinger +11 (agile), Damage 1d6+4 piercing plus giant ant venom",,,,,,,,,,,
ARMY ANT SWARM,5,Bestiary 2,11,"Darkvision, Scent (imprecise) 30 feet",Common,Neutral,Large,Animal,Swarm,,,,,,,,,,,,,,,,,,,,,-2,4,4,-5,2,-4,,,7,,,,,,,,,,,,,,55,21,13,11,9,"precision, swarm mind","bludgeoning 2, piercing 5, slashing 5","area damage 5, splash damage 5","30 feet, climb 30 feet",,,,,,,,,,,"Cling Trigger A creature leaves the swarmes space; Effect The swarm takes 1d6 damage as ants cling to the creature and continue biting, dealing 3d6 persistent piercing damage. High winds or immersion in water reduces the DC of the flat check to end this persistent damage to 5. Any area damage dealt to the creature destroys these clinging ants.",,
AOLAZ,18,Bestiary 2,33,"Low-Light Vision, flawless hearing",Rare,Neutral,Gargantuan,Construct,,,,,,,,,,,,,,,,,,,,,,9,4,8,-4,6,3,,,35,,,,,,,,,,,,,,255,42,35,27,31,"bleed, death effects, disease, doomed, drained, fatigued, healing, necromancy, nonlethal attacks, paralyzed, poison, sickened, sonic, unconscious",physical 15 (except adamantine),,"50 feet, air walk, water walk","Melee trunk +35 (magical, reach 20 feet, sweep, trip), Damage 5d10+17 bludgeoning plus Grab","Melee foot +33 (magical, reach 10 feet), Damage 5d8+15 bludgeoning",,,,,,"Arcane Innate Spells DC 40; Constant (9th) air walk, water walk",,,,,
GORILLA,3,Bestiary,8,"Low-Light Vision, Scent (imprecise) 30 feet",Common,Neutral,Large,Animal,,,,,,,,,,,,,,,,,,,,,,4,2,3,-4,1,-2,9,,11,,,,,,,,,,,7,,,45,19,12,9,6,,,,"30 feet, climb 30 feet","Melee fist +11 (agile, reach 10 feet), Damage 2d6+4 bludgeoning","Melee jaws +11 (reach 5 feet), Damage 1d8+4 piercing",,,,,,,,,,,
MEGAPRIMATUS,8,Bestiary,15,"Low-Light Vision, Scent (imprecise) 30 feet",Common,Neutral,Gargantuan,Animal,,,,,,,,,,,,,,,,,,,,,,7,2,5,-4,1,2,14,,19,,,,,,,,,,,,,,150,26,19,16,13,,,,"30 feet, climb 30 feet","Melee fist +21 (agile, reach 20 feet), Damage 2d8+10 bludgeoning","Melee jaws +21 (reach 10 feet), Damage 2d10+10 piercing",,,,,,,,,,,
PINE BRUTE,1,#1-06: Lost on the Spirit Road,7,,Common,Neutral Evil,Medium,Plant,,,,,,,Arboreal,Senzar,Sylvan,Tien,,,,,,,,,,,,4,1,3,-1,2,0,,,7,,,,,,,,,,,4,,,25,16,10,4,7,,"bludgeoning 5, piercing 5","axe vulnerability, fire 5",25 feet,"Melee branch +8, Damage 1d6+3 piercing plus sap",,,,,,,,,,,,
ARBOREAL WARDEN,4,Bestiary,11,Low-Light Vision,Common,Neutral Good,Large,Plant,,,,,,,Arboreal,Common,Sylvan,,,,,,,,,,,,,5,1,3,1,3,1,,,13,,,,,,,,,,,9,,,75,20,13,9,11,,"bludgeoning 5, piercing 5","axe vulnerability, fire 10",25 feet,"Melee stone longsword +13 (reach 10 feet), Damage 1d8+10 bludgeoning","Melee shield bash +13, Damage 1d6+10 bludgeoning",,,,,,,,,"Attack of OpportunityTrigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.","Shield BlockTrigger The monster has its shield raised and takes damage from a physical attack. Effect The monster snaps its shield into place to deflect a blow. The shield prevents the monster from taking an amount of damage up to the shieldes Hardness. The monster and the shield each take any remaining damage, possibly breaking or destroying the shield.",
AWAKENED TREE,6,Bestiary,13,Low-Light Vision,Common,Neutral,Huge,Plant,,,,,,,Arboreal (canet speak any language),,,,,,,,,,,,,,,6,-1,6,-5,3,0,,,14,,,,,,,,,,,9,,,100,22,16,9,13,,"bludgeoning 5, piercing 5","axe vulnerability, fire 10",20 feet,"Melee branch +16 (reach 15 feet), Damage 2d8+6 bludgeoning","Melee root +16 (trip), Damage 2d6+6 bludgeoning",,,,,,,,,,,
ENLIGHTENED AWAKENED TREE,6,#1-06: Lost on the Spirit Road,13,Low-Light Vision,Common,Neutral,Huge,Plant,,,,,,,Arboreal,Common,Senzar,Sylvan,Tien,,,,,,,,,,,6,-1,6,0,3,0,,,14,,,,,,11,,,,,9,,,100,22,16,9,13,,"bludgeoning 5, piercing 5","axe vulnerability, fire 10",20 feet,"Melee branch +16 (reach 15 feet), Damage 2d8+6 bludgeoning","Melee root +16 (trip), Damage 2d6+6 bludgeoning",,,,,,,,,,,
