Name,Type,Level,Traits,Tradition,Deities,Bloodlines,Casting Time,Components,Range,Target,Area,Duration,Saving Throw,Spell Attack,Effect,Critical Success,Success,Failure,Critical Failure,Heightening,Heal,Damage,Counteract,Conditions,Source,Nethys Link
Agitate,Spell,1,"Enchantment,Mental,Nonlethal","arcane,occult",Alglenweis,,Two Actions,"somatic,verbal",30 feet,1 creature,None,varies,Will,FALSE,"You send the targets mind and body into overdrive, forcing it to become restless and hyperactive. During the duration, the target must Stride, Fly, or Swim at least once each turn or take 2d8 mental damage that turn; The GM might decide to add additional move actions to the list for creatures who possess only a more unusual form of movement. The duration of this effect depends on the targets Will save.",The spell has no effect.,The duration is 1 round.,The duration is 2 rounds.,The duration is 4 rounds.,Heightened (+1) The damage increases by 2d8,FALSE,TRUE,FALSE,,Gods & Magic pg. 106,http://2e.aonprd.com/Spells.aspx?ID=566
Air Bubble,Spell,1,"Air,Conjuration","arcane,divine,primal",,,Reaction,verbal,60 feet,the triggering creature,None,1 minute,None,FALSE,"A bubble of pure air appears around the targets head, allowing it to breathe normally. The effect ends as soon as the target returns to an environment where it can breathe normally.",None,None,None,None,,FALSE,FALSE,FALSE,,Core Rulebook pg. 316,http://2e.aonprd.com/Spells.aspx?ID=5
Airburst,Spell,1,"Uncommon,Air,Evocation","arcane,primal",,,Single Action,verbal,None,all creatures and unattended objects in the area,5-foot emanation;,None,Fortitude,FALSE,A blast of wind wildly pushes everything nearby. Unattended objects of 1 Bulk or less are pushed 5 feet away from you. Large or smaller creatures must attempt a Fortitude save.,The creature is unaffected.,The creature takes a -2 status penalty to checks made during its reactions until the end of your turn.,"As success, and the creature is <a style=""text-decoration:underline"" href=""Rules.aspx?ID=451"">pushed</a> 5 feet away from you.",The creature is pushed 5 feet away from you and cant use reactions until the end of your turn.,Heightened (4th) Increase the area to a 10-foot emanation and increase the distance objects and creatures are pushed to 10 feet,FALSE,FALSE,FALSE,,Pathfinder #169: Kindled Magic pg. 76,http://2e.aonprd.com/Spells.aspx?ID=857
Alarm,Spell,1,Abjuration,"arcane,divine,occult,primal",,,10 minutes,"material,somatic,verbal",touch,None,20-foot burst,8 hours,None,FALSE,"You ward an area to alert you when creatures enter without your permission. When you cast alarm, select a password. Whenever a Small or larger corporeal creature enters the spells area without speaking the password, alarm sends your choice of a mental alert (in which case the spell gains the mental trait) or an audible alarm with the sound and volume of a hand bell (in which case the spell gains the auditory trait). Either option automatically awakens you, and the bell allows each creature in the area to attempt a DC 15 Perception check to wake up. A creature aware of the alarm must succeed at a Stealth check against the spells DC or trigger the spell when moving into the area.",None,None,None,None,"Heightened (3rd) You can specify criteria for which creatures sound the alarm spell--for instance, orcs or masked people",FALSE,FALSE,FALSE,,Core Rulebook pg. 317,http://2e.aonprd.com/Spells.aspx?ID=7
Animal Allies,Spell,1,Conjuration,primal,,,Two Actions,"somatic,verbal",None,None,5-foot emanation,None,basic Reflex,FALSE,"You summon tiny, ordinary animals from the environment, such as insects, birds, or fish, to quickly lash out at nearby foes. The animals swarm around the creatures in the area, dealing each of them 3d4 piercing damage with a basic Reflex save.",None,None,None,None,,FALSE,TRUE,FALSE,,Secrets of Magic pg. 89,http://2e.aonprd.com/Spells.aspx?ID=863
Animate Dead,Spell,1,Necromancy,"arcane,divine,occult",,,Three Actions,"material,somatic,verbal",30 feet,None,None,sustained up to 1 minute,None,FALSE,"Your magic dredges up a corpse or skeleton and fills it with necromantic life, and you force the dead to fight at your command. You summon a common creature that has the undead trait and whose level is -1; this creature gains the summoned trait. Heightening the spell increases the maximum level of creature you can summon.",None,None,None,None,,FALSE,FALSE,FALSE,,Advanced Players Guide pg. 214,http://2e.aonprd.com/Spells.aspx?ID=666
Animate Rope,Spell,1,Transmutation,"arcane,occult",,,Two Actions,"somatic,verbal",100 feet,up to 50 feet of rope or a nonliving rope-like object,None,sustained up to 1 minute,None,FALSE,"You cause a length or section of rope or a rope-like object to animate and follow simple commands. You can give it two commands when you Cast the Spell, and one command each time you Sustain the Spell.Bind (attack) The rope attempts to partially bind a creature. Attempt a spell attack roll against the targets Reflex DC. If you succeed, the target takes a -10-foot circumstance penalty to its Speed (-20-foot on a critical success). This ends if the target Escapes against your spell DC or breaks the rope. (A standard adventuring rope has Hardness 2, HP 8, and a Broken Threshold of 4.)Coil The rope forms a tidy, coiled stack.Crawl The rope inches along the ground like a snake, moving one of its ends 10 feet. The rope must move along a surface, but that surface doesnt need to be horizontal.Knot The rope ties a sturdy knot in itself.Loop The rope forms a simple loop at one or both ends, or straightens itself back out.Tie The rope ties itself around a willing creature or an object thats unattended or attended by a willing creature.Undo The rope undoes one of its knots, ties, or bindings.",None,None,None,None,"Heightened (+2) The range increases by 50 feet, and you can animate 50 more feet of rope",FALSE,FALSE,FALSE,Broken,Advanced Players Guide pg. 214,http://2e.aonprd.com/Spells.aspx?ID=667
Ant Haul,Spell,1,Transmutation,"arcane,primal","Balumbdar,Droskar,Dwarven Pantheon,Kurgess",,Two Actions,"somatic,verbal",touch,1 creature,None,8 hours,None,FALSE,You reinforce the targets musculoskeletal system to bear more weight. The target can carry 3 more Bulk than normal before becoming encumbered and up to a maximum of 6 more Bulk.,None,None,None,None,,FALSE,FALSE,FALSE,Encumbered,Core Rulebook pg. 318,http://2e.aonprd.com/Spells.aspx?ID=13
Anticipate Peril,Spell,1,Divination,"arcane,occult","Alseta,Erecura,Grundinnar,Irez,Magdh,Shyka,The Freeing Flame",,Two Actions,"somatic,verbal",30 feet,1 creature,None,10 minutes,None,FALSE,"You grant the target brief foresight. The target gains a +1 status bonus to its next initiative roll, after which the spell ends.",None,None,None,None,"Heightened (+2) The status bonus increases by 1, to a maximum of +4 at 7th level",FALSE,FALSE,FALSE,,Gods & Magic pg. 107,http://2e.aonprd.com/Spells.aspx?ID=568
Bane,Spell,1,"Enchantment,Mental","divine,occult",,,Two Actions,"somatic,verbal",None,None,5-foot emanation,1 minute,Will,FALSE,"You fill the minds of your enemies with doubt. Enemies in the area must succeed at a Will save or take a -1 status penalty to attack rolls as long as they are in the area. Once per turn, starting the turn after you cast bane, you can use a single action, which has the concentrate trait, to increase the emanations radius by 5 feet and force enemies in the area that werent yet affected to attempt another saving throw. Bane can counteract bless.",None,None,None,None,,FALSE,FALSE,TRUE,,Core Rulebook pg. 320,http://2e.aonprd.com/Spells.aspx?ID=18
Befuddle,Spell,1,"Emotion,Enchantment,Mental",arcane,,,Two Actions,"somatic,verbal",30 feet,1 creature,None,1 round,Will,FALSE,"You sow seeds of confusion in your target's mind, causing their actions and thoughts to become clumsy.Critical Failure The target is clumsy 3, stupefied 3, and confused.",The target is unaffected.,"The target is <a style=""text-decoration:underline"" href=""Conditions.aspx?ID=3"">clumsy 1</a> and <a style=""text-decoration:underline"" href=""Conditions.aspx?ID=37"">stupefied 1</a>.",The target is clumsy 2 and stupefied 2.,None,,FALSE,FALSE,FALSE,"Clumsy,Stupefied,Confused",Gods & Magic pg. 107,http://2e.aonprd.com/Spells.aspx?ID=569
Biting Words,Spell,1,"Attack,Auditory,Evocation,Linguistic,Sonic",occult,,,Two Actions,"somatic,verbal",None,None,None,1 minute,None,TRUE,"You entwine magic with your voice, causing your taunts and jibes to physically harm your enemies. You can attack with your words once when you finish Casting the Spell, and can repeat the attack once on each of your subsequent turns by taking a single action, which has the attack, concentrate, and linguistic traits. After your third attack total, the spell ends. When you attack with biting words, make a ranged spell attack roll against a creature within 30 feet, dealing 2d6 sonic damage if you hit (or double damage on a critical hit).",None,None,None,None,Heightened (+1) The damage increases by 2d6,FALSE,TRUE,FALSE,,Secrets of Magic pg. 90,http://2e.aonprd.com/Spells.aspx?ID=868
Bless,Spell,1,"Enchantment,Mental","divine,occult",,,Two Actions,"somatic,verbal",None,None,5-foot emanation,1 minute,None,FALSE,"Blessings from beyond help your companions strike true. You and your allies gain a +1 status bonus to attack rolls while within the emanation. Once per turn, starting the turn after you cast bless, you can use a single action, which has the concentrate trait, to increase the emanations radius by 5 feet. Bless can counteract bane.",None,None,None,None,,FALSE,FALSE,TRUE,,Core Rulebook pg. 321,http://2e.aonprd.com/Spells.aspx?ID=25
Breadcrumbs,Spell,1,Abjuration,"arcane,divine,occult,primal",,,1 minute,"material,somatic,verbal",touch,1 willing creature,None,1 hour,None,FALSE,"You protect your target from going astray in hostile territory by tracking where its already been, helping it deduce where it still needs to go. The target leaves a glittering trail behind it that lasts for the spells duration. This trail doesnt denote the direction or the order of its path--it merely indicates where the target has moved during the spells duration.",None,None,None,None,"Heightened (2nd) The duration increases to 8 hours,Heightened (3rd) The duration increases to last until your next daily preparations",FALSE,FALSE,FALSE,Hostile,Secrets of Magic pg. 92,http://2e.aonprd.com/Spells.aspx?ID=876
Burning Hands,Spell,1,"Evocation,Fire","arcane,primal","Angradd,Chohar,Lady Nanbyo,Moloch,Nurgal,Ra,Rovagug,Sarenrae,Szuriel,Walkena,Ymeri","elemental,phoenix",Two Actions,"somatic,verbal",None,None,15-foot cone,None,basic Reflex,FALSE,Gouts of flame rush from your hands. You deal 2d6 fire damage to creatures in the area.,None,None,None,None,Heightened (+1) The damage increases by 2d6,FALSE,TRUE,FALSE,,Core Rulebook pg. 322,http://2e.aonprd.com/Spells.aspx?ID=30
Charm,Spell,1,"Emotion,Enchantment,Incapacitation,Mental","arcane,occult,primal","Ardad Lili,Asmodeus,Belial,Calistria,Hathor,Nalinivati,Ravithra,Sturovenen,The Green Mother,Zura","diabolic,fey,nymph",Two Actions,"somatic,verbal",30 feet,1 creature,None,1 hour,Will,FALSE,"To the target, your words are honey and your visage seems bathed in a dreamy haze. It must attempt a Will save, with a +4 circumstance bonus if you or your allies recently threatened it or used hostile actions against it. You can Dismiss the spell. If you use hostile actions against the target, the spell ends. When the spell ends, the target doesnt necessarily realize it was charmed unless its friendship with you or the actions you convinced it to take clash with its expectations, meaning you could potentially convince the target to continue being your friend via mundane means.",The target is unaffected and aware you tried to charm it.,"The target is unaffected but thinks your spell was something harmless instead of <i>charm</i>, unless it identifies the spell (see <a style=""text-decoration:underline"" href=""Rules.aspx?ID=298"">Identifying Spells</a>).","The targets attitude becomes friendly toward you. If it was friendly, it becomes helpful. It cant use hostile actions against you.","The targets attitude becomes helpful toward you, and it cant use hostile actions against you.","Heightened (4th) The duration lasts until the next time you make your daily preparations,Heightened (8th) The duration lasts until the next time you make your daily preparations, and you can target up to 10 creatures",FALSE,FALSE,FALSE,Hostile,Core Rulebook pg. 322,http://2e.aonprd.com/Spells.aspx?ID=34
